0:00:00.062486: Frequency: 2.942726775082116e-44, Amplitude: 1.401298464324817e-44, Offset: 89.99984741210938, Phase Shift: 0.0, Phase: 253.05252075195312
0:17:50.395403: Frequency: 0.03749808296561241, Amplitude: 6.621238708496094, Offset: 89.9998550415039, Phase Shift: 0.6781981587409973, Phase: 2230.35400390625
0:17:50.489246: Frequency: 0.035921286791563034, Amplitude: 6.070351600646973, Offset: 89.9998550415039, Phase Shift: 0.6217721104621887, Phase: 2230.373779296875
0:17:50.598621: Frequency: 0.033911772072315216, Amplitude: 5.4038591384887695, Offset: 89.9998550415039, Phase Shift: 0.5535048246383667, Phase: 2230.39892578125
0:17:50.676780: Frequency: 0.03246920928359032, Amplitude: 4.949097633361816, Offset: 89.9998550415039, Phase Shift: 0.5069246292114258, Phase: 2230.4169921875
0:17:50.770491: Frequency: 0.031088031828403473, Amplitude: 4.532621383666992, Offset: 89.9998550415039, Phase Shift: 0.464265912771225, Phase: 2230.434326171875
0:17:50.848611: Frequency: 0.029780810698866844, Amplitude: 4.1555256843566895, Offset: 89.9998550415039, Phase Shift: 0.42564085125923157, Phase: 2230.45068359375
0:17:50.942367: Frequency: 0.02847030572593212, Amplitude: 3.7939116954803467, Offset: 89.9998550415039, Phase Shift: 0.3886015713214874, Phase: 2230.46728515625
0:17:51.036129: Frequency: 0.027259213849902153, Amplitude: 3.474635124206543, Offset: 89.9998550415039, Phase Shift: 0.35589879751205444, Phase: 2230.482421875
0:17:51.145489: Frequency: 0.025564592331647873, Amplitude: 3.051752805709839, Offset: 89.9998550415039, Phase Shift: 0.31258392333984375, Phase: 2230.503662109375
0:17:51.223614: Frequency: 0.024639729410409927, Amplitude: 2.832911729812622, Offset: 89.9998550415039, Phase Shift: 0.29016852378845215, Phase: 2230.51513671875
0:17:51.317371: Frequency: 0.023591605946421623, Amplitude: 2.5945165157318115, Offset: 89.9998550415039, Phase Shift: 0.2657502591609955, Phase: 2230.5283203125
0:17:51.395482: Frequency: 0.02256498858332634, Amplitude: 2.3712193965911865, Offset: 89.9998550415039, Phase Shift: 0.24287846684455872, Phase: 2230.541259765625
0:17:51.520491: Frequency: 0.021205490455031395, Amplitude: 2.0913517475128174, Offset: 89.9998550415039, Phase Shift: 0.21421226859092712, Phase: 2230.55810546875
0:17:51.598667: Frequency: 0.020427953451871872, Amplitude: 1.9393794536590576, Offset: 89.9998550415039, Phase Shift: 0.19864611327648163, Phase: 2230.56787109375
0:17:51.692369: Frequency: 0.019548989832401276, Amplitude: 1.7743189334869385, Offset: 89.9998550415039, Phase Shift: 0.18173934519290924, Phase: 2230.5791015625
0:17:51.817361: Frequency: 0.018314991146326065, Amplitude: 1.555131196975708, Offset: 89.9998550415039, Phase Shift: 0.1592884510755539, Phase: 2230.5947265625
0:17:51.895491: Frequency: 0.017643440514802933, Amplitude: 1.4421244859695435, Offset: 89.9998550415039, Phase Shift: 0.14771343767642975, Phase: 2230.60302734375
0:17:51.973620: Frequency: 0.01690153405070305, Amplitude: 1.3221397399902344, Offset: 89.9998550415039, Phase Shift: 0.1354236751794815, Phase: 2230.6123046875
0:17:52.051750: Frequency: 0.016207370907068253, Amplitude: 1.2146708965301514, Offset: 89.9998550415039, Phase Shift: 0.12441588938236237, Phase: 2230.62109375
0:17:52.192367: Frequency: 0.015176551416516304, Amplitude: 1.063507080078125, Offset: 89.9998550415039, Phase Shift: 0.10893253982067108, Phase: 2230.634033203125
0:17:52.270493: Frequency: 0.014545825310051441, Amplitude: 0.9760473966598511, Offset: 89.9998550415039, Phase Shift: 0.09997425228357315, Phase: 2230.64208984375
0:17:52.348627: Frequency: 0.013927064836025238, Amplitude: 0.8939081430435181, Offset: 89.9998550415039, Phase Shift: 0.09156092256307602, Phase: 2230.64990234375
0:17:52.442365: Frequency: 0.013321010395884514, Amplitude: 0.8169739842414856, Offset: 89.9998550415039, Phase Shift: 0.08368073403835297, Phase: 2230.657470703125
0:17:52.536120: Frequency: 0.012754350900650024, Amplitude: 0.7482215166091919, Offset: 89.9998550415039, Phase Shift: 0.07663857936859131, Phase: 2230.66455078125
0:17:52.661123: Frequency: 0.011961464770138264, Amplitude: 0.6571616530418396, Offset: 89.9998550415039, Phase Shift: 0.06731152534484863, Phase: 2230.67431640625
0:17:52.739242: Frequency: 0.011435100808739662, Amplitude: 0.5999754667282104, Offset: 89.9998550415039, Phase Shift: 0.06145407631993294, Phase: 2230.680908203125
0:17:52.817367: Frequency: 0.011010183952748775, Amplitude: 0.5557956695556641, Offset: 89.9998550415039, Phase Shift: 0.0569288432598114, Phase: 2230.686279296875
0:17:52.911717: Frequency: 0.010536432266235352, Amplitude: 0.508489727973938, Offset: 89.9998550415039, Phase Shift: 0.05208340287208557, Phase: 2230.692138671875
0:17:53.021074: Frequency: 0.009931912645697594, Amplitude: 0.4512713551521301, Offset: 89.9998550415039, Phase Shift: 0.046222660690546036, Phase: 2230.69970703125
0:17:53.114838: Frequency: 0.009519142098724842, Amplitude: 0.41415879130363464, Offset: 89.9998550415039, Phase Shift: 0.042421311140060425, Phase: 2230.704833984375
0:17:53.192955: Frequency: 0.009114217013120651, Amplitude: 0.37930649518966675, Offset: 89.9998550415039, Phase Shift: 0.03885147348046303, Phase: 2230.7099609375
0:17:53.271093: Frequency: 0.008735430426895618, Amplitude: 0.3481123447418213, Offset: 89.9998550415039, Phase Shift: 0.03565632924437523, Phase: 2230.714599609375
0:17:53.411699: Frequency: 0.008179840631783009, Amplitude: 0.30479031801223755, Offset: 89.9998550415039, Phase Shift: 0.031218957155942917, Phase: 2230.721435546875
0:17:53.474156: Frequency: 0.007823886349797249, Amplitude: 0.2785588502883911, Offset: 89.9998550415039, Phase Shift: 0.028532128781080246, Phase: 2230.725830078125
0:17:53.583578: Frequency: 0.0074910735711455345, Amplitude: 0.2551175653934479, Offset: 89.9998550415039, Phase Shift: 0.026131093502044678, Phase: 2230.72998046875
0:17:53.661705: Frequency: 0.007176081649959087, Amplitude: 0.2338927984237671, Offset: 89.9998550415039, Phase Shift: 0.023957090452313423, Phase: 2230.73388671875
0:17:53.755327: Frequency: 0.0068708257749676704, Amplitude: 0.21421025693416595, Offset: 89.9998550415039, Phase Shift: 0.021941052749753, Phase: 2230.73779296875
0:17:53.834206: Frequency: 0.0065785543993115425, Amplitude: 0.19618403911590576, Offset: 89.9998550415039, Phase Shift: 0.020094668492674828, Phase: 2230.741455078125
0:17:53.974843: Frequency: 0.006160144228488207, Amplitude: 0.17176906764507294, Offset: 89.9998550415039, Phase Shift: 0.017593899741768837, Phase: 2230.74658203125
0:17:54.052957: Frequency: 0.005898099392652512, Amplitude: 0.15731383860111237, Offset: 89.9998550415039, Phase Shift: 0.0161132849752903, Phase: 2230.749755859375
0:17:54.146716: Frequency: 0.005647194106131792, Amplitude: 0.14407430589199066, Offset: 89.9998550415039, Phase Shift: 0.014757190831005573, Phase: 2230.7529296875
0:17:54.224839: Frequency: 0.005409738048911095, Amplitude: 0.13208818435668945, Offset: 89.9998550415039, Phase Shift: 0.013529481366276741, Phase: 2230.755859375
0:17:54.302947: Frequency: 0.005184909328818321, Amplitude: 0.12122524529695511, Offset: 89.9998550415039, Phase Shift: 0.01241681631654501, Phase: 2230.758544921875
0:17:54.427883: Frequency: 0.00488990219309926, Amplitude: 0.10769445449113846, Offset: 89.9998550415039, Phase Shift: 0.011030889116227627, Phase: 2230.76220703125
0:17:54.505991: Frequency: 0.004684288986027241, Amplitude: 0.09873492270708084, Offset: 89.9998550415039, Phase Shift: 0.01011318527162075, Phase: 2230.7646484375
0:17:54.631095: Frequency: 0.004420036915689707, Amplitude: 0.08780722320079803, Offset: 89.9998550415039, Phase Shift: 0.008993887342512608, Phase: 2230.76806640625
0:17:54.709209: Frequency: 0.004234178923070431, Amplitude: 0.08050201088190079, Offset: 89.9998550415039, Phase Shift: 0.00824563205242157, Phase: 2230.7705078125
0:17:54.787336: Frequency: 0.004081009887158871, Amplitude: 0.07473017275333405, Offset: 89.9998550415039, Phase Shift: 0.007654436398297548, Phase: 2230.7724609375
0:17:54.912335: Frequency: 0.0038273108657449484, Amplitude: 0.06563545018434525, Offset: 89.9998550415039, Phase Shift: 0.006722885649651289, Phase: 2230.775634765625
0:17:54.990443: Frequency: 0.0036607615184038877, Amplitude: 0.059986602514982224, Offset: 89.9998550415039, Phase Shift: 0.006144287064671516, Phase: 2230.777587890625
0:17:55.084212: Frequency: 0.00350503739900887, Amplitude: 0.0549384281039238, Offset: 89.9998550415039, Phase Shift: 0.005627214442938566, Phase: 2230.779541015625
0:17:55.162351: Frequency: 0.0033542208839207888, Amplitude: 0.05026239901781082, Offset: 89.9998550415039, Phase Shift: 0.005148259922862053, Phase: 2230.781494140625
0:17:55.287355: Frequency: 0.0031682257540524006, Amplitude: 0.044792335480451584, Offset: 89.9998550415039, Phase Shift: 0.004587974399328232, Phase: 2230.783935546875
0:17:55.365337: Frequency: 0.003031906671822071, Amplitude: 0.04098014906048775, Offset: 89.9998550415039, Phase Shift: 0.004197501111775637, Phase: 2230.78564453125
0:17:55.459789: Frequency: 0.0029029352590441704, Amplitude: 0.03753158822655678, Offset: 89.9998550415039, Phase Shift: 0.0038442728109657764, Phase: 2230.787109375
0:17:55.537923: Frequency: 0.0027822921983897686, Amplitude: 0.0344451405107975, Offset: 89.9998550415039, Phase Shift: 0.0035281351301819086, Phase: 2230.78857421875
0:17:55.616032: Frequency: 0.0026666622143238783, Amplitude: 0.03161247447133064, Offset: 89.9998550415039, Phase Shift: 0.003237991826608777, Phase: 2230.7900390625
0:17:55.756672: Frequency: 0.0025008865632116795, Amplitude: 0.0277651809155941, Offset: 89.9998550415039, Phase Shift: 0.002843922469764948, Phase: 2230.792236328125
0:17:55.819178: Frequency: 0.0024116423446685076, Amplitude: 0.025801071897149086, Offset: 89.9998550415039, Phase Shift: 0.0026427435223013163, Phase: 2230.79345703125
0:17:55.897870: Frequency: 0.0023125975858420134, Amplitude: 0.023704010993242264, Offset: 89.9998550415039, Phase Shift: 0.0024279465433210135, Phase: 2230.794677734375
0:17:56.022891: Frequency: 0.0021688281558454037, Amplitude: 0.020819008350372314, Offset: 89.9998550415039, Phase Shift: 0.0021324423141777515, Phase: 2230.79638671875
0:17:56.101009: Frequency: 0.00209037191234529, Amplitude: 0.019326327368617058, Offset: 89.9998550415039, Phase Shift: 0.0019795505795627832, Phase: 2230.79736328125
0:17:56.194783: Frequency: 0.002001447370275855, Amplitude: 0.017699824646115303, Offset: 89.9998550415039, Phase Shift: 0.0018129515228793025, Phase: 2230.79833984375
0:17:56.304548: Frequency: 0.001884685829281807, Amplitude: 0.015675239264965057, Offset: 89.9998550415039, Phase Shift: 0.001605577883310616, Phase: 2230.7998046875
0:17:56.398295: Frequency: 0.0018063596216961741, Amplitude: 0.01438615471124649, Offset: 89.9998550415039, Phase Shift: 0.001473539974540472, Phase: 2230.80078125
0:17:56.476421: Frequency: 0.0017286346992477775, Amplitude: 0.013161690905690193, Offset: 89.9998550415039, Phase Shift: 0.001348121091723442, Phase: 2230.8017578125
0:17:56.554552: Frequency: 0.0016576405614614487, Amplitude: 0.01209193468093872, Offset: 89.9998550415039, Phase Shift: 0.0012385485460981727, Phase: 2230.802734375
0:17:56.663925: Frequency: 0.0015641245990991592, Amplitude: 0.010753505863249302, Offset: 89.9998550415039, Phase Shift: 0.0011014564661309123, Phase: 2230.803955078125
0:17:56.757539: Frequency: 0.0014991207281127572, Amplitude: 0.009869169443845749, Offset: 89.9998550415039, Phase Shift: 0.0010108760325238109, Phase: 2230.804931640625
0:17:56.867883: Frequency: 0.0014152696821838617, Amplitude: 0.00878592673689127, Offset: 89.9998550415039, Phase Shift: 0.0008999219862744212, Phase: 2230.805908203125
0:17:56.961637: Frequency: 0.0013550641015172005, Amplitude: 0.00804650317877531, Offset: 89.9998550415039, Phase Shift: 0.0008241845644079149, Phase: 2230.806640625
0:17:57.039763: Frequency: 0.0012960971798747778, Amplitude: 0.007353988941758871, Offset: 89.9998550415039, Phase Shift: 0.0007532519521191716, Phase: 2230.8076171875
0:17:57.133515: Frequency: 0.0012428652262315154, Amplitude: 0.00675622746348381, Offset: 89.9998550415039, Phase Shift: 0.0006920245941728354, Phase: 2230.80810546875
0:17:57.242868: Frequency: 0.001171551295556128, Amplitude: 0.005995859391987324, Offset: 89.9998550415039, Phase Shift: 0.0006141418707557023, Phase: 2230.808837890625
0:17:57.336652: Frequency: 0.0011222875909879804, Amplitude: 0.00549700390547514, Offset: 89.9998550415039, Phase Shift: 0.0005630452651530504, Phase: 2230.809326171875
0:17:57.414757: Frequency: 0.0010734489187598228, Amplitude: 0.005023887846618891, Offset: 89.9998550415039, Phase Shift: 0.0005145850591361523, Phase: 2230.809814453125
0:17:57.508495: Frequency: 0.0010277865221723914, Amplitude: 0.0046011172235012054, Offset: 89.9998550415039, Phase Shift: 0.00047128170263022184, Phase: 2230.810302734375
0:17:57.586634: Frequency: 0.0009845696622505784, Amplitude: 0.004218332003802061, Offset: 89.9998550415039, Phase Shift: 0.0004320738953538239, Phase: 2230.810791015625
0:17:57.712481: Frequency: 0.000928550842218101, Amplitude: 0.003747503273189068, Offset: 89.9998550415039, Phase Shift: 0.000383847946068272, Phase: 2230.8115234375
0:17:57.790595: Frequency: 0.0008895052596926689, Amplitude: 0.003435711143538356, Offset: 89.9998550415039, Phase Shift: 0.0003519117890391499, Phase: 2230.81201171875
0:17:57.884348: Frequency: 0.0008512325002811849, Amplitude: 0.003143304493278265, Offset: 89.9998550415039, Phase Shift: 0.0003219612699467689, Phase: 2230.8125
0:17:58.009349: Frequency: 0.0007999467779882252, Amplitude: 0.0027723009698092937, Offset: 89.9998550415039, Phase Shift: 0.0002839602530002594, Phase: 2230.813232421875
0:17:58.071840: Frequency: 0.0007706153555773199, Amplitude: 0.0025708461180329323, Offset: 89.9998550415039, Phase Shift: 0.0002633257245179266, Phase: 2230.813720703125
0:17:58.166187: Frequency: 0.0007382121402770281, Amplitude: 0.0023569671902805567, Offset: 89.9998550415039, Phase Shift: 0.00024141858739312738, Phase: 2230.814208984375
0:17:58.275544: Frequency: 0.000695852329954505, Amplitude: 0.0020916794892400503, Offset: 89.9998550415039, Phase Shift: 0.0002142457669833675, Phase: 2230.81494140625
0:17:58.369292: Frequency: 0.0006665917462669313, Amplitude: 0.001917651854455471, Offset: 89.9998550415039, Phase Shift: 0.00019642051483970135, Phase: 2230.8154296875
0:17:58.479248: Frequency: 0.0006296285428106785, Amplitude: 0.0017089537577703595, Offset: 89.9998550415039, Phase Shift: 0.00017504405695945024, Phase: 2230.816162109375
0:17:58.541624: Frequency: 0.0006028449279256165, Amplitude: 0.0015651367139071226, Offset: 89.9998550415039, Phase Shift: 0.00016031322593335062, Phase: 2230.816650390625
0:17:58.651119: Frequency: 0.0005783810629509389, Amplitude: 0.001439420273527503, Offset: 89.9998550415039, Phase Shift: 0.00014743638166692108, Phase: 2230.817138671875
0:17:58.714073: Frequency: 0.0005566061590798199, Amplitude: 0.0013320510042831302, Offset: 89.9998550415039, Phase Shift: 0.0001364388008369133, Phase: 2230.8173828125
0:17:58.839052: Frequency: 0.0005222702748142183, Amplitude: 0.0011711542028933764, Offset: 89.9998550415039, Phase Shift: 0.00011995853128610179, Phase: 2230.818115234375
0:17:58.932803: Frequency: 0.0004997985670343041, Amplitude: 0.0010714796371757984, Offset: 89.9998550415039, Phase Shift: 0.00010974909673677757, Phase: 2230.818603515625
0:17:59.010939: Frequency: 0.00048147098277695477, Amplitude: 0.000993604538962245, Offset: 89.9998550415039, Phase Shift: 0.00010177253716392443, Phase: 2230.81884765625
0:17:59.135935: Frequency: 0.0004513085586950183, Amplitude: 0.0008717644377611578, Offset: 89.9998550415039, Phase Shift: 8.929274190450087e-05, Phase: 2230.819091796875
0:17:59.214045: Frequency: 0.0004316692939028144, Amplitude: 0.0007967360434122384, Offset: 89.9998550415039, Phase Shift: 8.160775905707851e-05, Phase: 2230.8193359375
0:17:59.307810: Frequency: 0.0004135180206503719, Amplitude: 0.0007304507889784873, Offset: 89.9998550415039, Phase Shift: 7.481831562472507e-05, Phase: 2230.8193359375
0:17:59.402024: Frequency: 0.0003955229476559907, Amplitude: 0.0006675823242403567, Offset: 89.9998550415039, Phase Shift: 6.837885302957147e-05, Phase: 2230.8193359375
0:17:59.511548: Frequency: 0.00037377947592176497, Amplitude: 0.0005955361993983388, Offset: 89.9998550415039, Phase Shift: 6.099934398662299e-05, Phase: 2230.8193359375
0:17:59.589670: Frequency: 0.0003578793548513204, Amplitude: 0.0005454188212752342, Offset: 89.9998550415039, Phase Shift: 5.586594488704577e-05, Phase: 2230.8193359375
0:17:59.683420: Frequency: 0.0003428308991715312, Amplitude: 0.000500042166095227, Offset: 89.9998550415039, Phase Shift: 5.121812137076631e-05, Phase: 2230.8193359375
0:17:59.761542: Frequency: 0.0003280794189777225, Amplitude: 0.0004574815684463829, Offset: 89.9998550415039, Phase Shift: 4.6858742280164734e-05, Phase: 2230.8193359375
0:17:59.886966: Frequency: 0.00030941388104110956, Amplitude: 0.0004064258828293532, Offset: 89.9998550415039, Phase Shift: 4.162923141848296e-05, Phase: 2230.8193359375
0:17:59.965099: Frequency: 0.0002964033337775618, Amplitude: 0.00037261287798173726, Offset: 89.9998550415039, Phase Shift: 3.816584649030119e-05, Phase: 2230.8193359375
0:18:00.027596: Frequency: 0.0002859712694771588, Amplitude: 0.00034661119570955634, Offset: 89.9998550415039, Phase Shift: 3.550255496520549e-05, Phase: 2230.8193359375
0:18:00.153074: Frequency: 0.00026956346118822694, Amplitude: 0.0003076063876505941, Offset: 89.9998550415039, Phase Shift: 3.150738848489709e-05, Phase: 2230.8193359375
0:18:00.231196: Frequency: 0.00025849248049780726, Amplitude: 0.00028260413091629744, Offset: 89.9998550415039, Phase Shift: 2.8946467864443548e-05, Phase: 2230.8193359375
0:18:00.309353: Frequency: 0.0002481293922755867, Amplitude: 0.0002601760788820684, Offset: 89.9998550415039, Phase Shift: 2.664921703399159e-05, Phase: 2230.8193359375
0:18:00.403914: Frequency: 0.00023757446615491062, Amplitude: 0.00023828174744267017, Offset: 89.9998550415039, Phase Shift: 2.4406630473094992e-05, Phase: 2230.8193359375
0:18:00.482037: Frequency: 0.00022746835020370781, Amplitude: 0.00021822915005031973, Offset: 89.9998550415039, Phase Shift: 2.2352689484250732e-05, Phase: 2230.8193359375
0:18:00.622665: Frequency: 0.00021321795065887272, Amplitude: 0.00019146768318023533, Offset: 89.9998550415039, Phase Shift: 1.9611577954492532e-05, Phase: 2230.8193359375
0:18:00.700789: Frequency: 0.0002040438266703859, Amplitude: 0.00017517224478069693, Offset: 89.9998550415039, Phase Shift: 1.7942475096788257e-05, Phase: 2230.8193359375
0:18:00.794556: Frequency: 0.00019526413234416395, Amplitude: 0.00016026264347601682, Offset: 89.9998550415039, Phase Shift: 1.6415318896179087e-05, Phase: 2230.8193359375
0:18:00.857025: Frequency: 0.00018820104014594108, Amplitude: 0.00014877373178023845, Offset: 89.9998550415039, Phase Shift: 1.5238537343975622e-05, Phase: 2230.8193359375
0:18:00.982810: Frequency: 0.00017740218027029186, Amplitude: 0.00013202981790527701, Offset: 89.9998550415039, Phase Shift: 1.35234977278742e-05, Phase: 2230.8193359375
0:18:01.061019: Frequency: 0.00016985584807116538, Amplitude: 0.00012091924145352095, Offset: 89.9998550415039, Phase Shift: 1.2385467925923876e-05, Phase: 2230.8193359375
0:18:01.139155: Frequency: 0.00016296308604069054, Amplitude: 0.00011120700219180435, Offset: 89.9998550415039, Phase Shift: 1.1390667168598156e-05, Phase: 2230.8193359375
0:18:01.264424: Frequency: 0.00015337941295001656, Amplitude: 9.838852565735579e-05, Offset: 89.9998550415039, Phase Shift: 1.0077700608235318e-05, Phase: 2230.8193359375
0:18:01.343294: Frequency: 0.00014775549061596394, Amplitude: 0.1454252451658249, Offset: 89.9998550415039, Phase Shift: 9.345383659820072e-06, Phase: 2230.8193359375
0:18:01.407311: Frequency: 0.00014154252130538225, Amplitude: 0.29971843957901, Offset: 89.9998550415039, Phase Shift: 8.567884833610151e-06, Phase: 2230.8193359375
0:18:01.547649: Frequency: 0.00013348914217203856, Amplitude: 0.9359663724899292, Offset: 89.9998550415039, Phase Shift: 7.61156297812704e-06, Phase: 2230.8193359375
0:18:01.626311: Frequency: 0.00012787604646291584, Amplitude: 1.6068617105484009, Offset: 89.9998550415039, Phase Shift: 6.978311375860358e-06, Phase: 2230.8193359375
0:18:01.735791: Frequency: 0.00012060031440341845, Amplitude: 2.5436618328094482, Offset: 89.9998550415039, Phase Shift: 6.199427389219636e-06, Phase: 2230.8193359375
0:18:01.829446: Frequency: 0.00011552906653378159, Amplitude: 3.4136292934417725, Offset: 89.9998550415039, Phase Shift: 5.683634753950173e-06, Phase: 2230.8193359375
0:18:01.891956: Frequency: 0.00011123646982014179, Amplitude: 4.193040370941162, Offset: 89.9998550415039, Phase Shift: 5.265183062874712e-06, Phase: 2230.8193359375
0:18:02.017408: Frequency: 0.00010442779603181407, Amplitude: 5.728236198425293, Offset: 89.9998550415039, Phase Shift: 4.63403466710588e-06, Phase: 2230.8193359375
0:18:02.111501: Frequency: 9.988351666834205e-05, Amplitude: 7.042585372924805, Offset: 89.9998550415039, Phase Shift: 4.235211235936731e-06, Phase: 2230.8193359375
0:18:02.205413: Frequency: 9.56345975282602e-05, Amplitude: 8.553791046142578, Offset: 89.9998550415039, Phase Shift: 3.878797087963903e-06, Phase: 2230.8193359375
0:18:02.283977: Frequency: 9.161330672213808e-05, Amplitude: 10.08840560913086, Offset: 89.9998550415039, Phase Shift: 3.5561042750487104e-06, Phase: 2230.8193359375
0:18:02.410387: Frequency: 8.622487803222612e-05, Amplitude: 12.268902778625488, Offset: 89.9998550415039, Phase Shift: 3.146087465211167e-06, Phase: 2230.8193359375
0:18:02.488588: Frequency: 8.268362580565736e-05, Amplitude: 13.71008586883545, Offset: 89.9998550415039, Phase Shift: 2.8903734801133396e-06, Phase: 2230.8193359375
0:18:02.567659: Frequency: 7.920690404716879e-05, Amplitude: 15.148503303527832, Offset: 89.9998550415039, Phase Shift: 2.6499117211642442e-06, Phase: 2230.8193359375
0:18:02.661973: Frequency: 7.587637810502201e-05, Amplitude: 16.467252731323242, Offset: 89.9998550415039, Phase Shift: 2.4294549803016707e-06, Phase: 2230.8193359375
0:18:02.771350: Frequency: 7.152269245125353e-05, Amplitude: 18.215360641479492, Offset: 89.9998550415039, Phase Shift: 2.156036089218105e-06, Phase: 2230.8193359375
0:18:02.865110: Frequency: 6.855020910734311e-05, Amplitude: 19.349008560180664, Offset: 89.9998550415039, Phase Shift: 1.9787237306445604e-06, Phase: 2230.8193359375
0:18:02.943216: Frequency: 6.553355342475697e-05, Amplitude: 20.536998748779297, Offset: 89.9998550415039, Phase Shift: 1.8065233007291681e-06, Phase: 2230.8193359375
0:18:03.068832: Frequency: 6.171022687340155e-05, Amplitude: 21.962717056274414, Offset: 89.9998550415039, Phase Shift: 1.5998642766135163e-06, Phase: 2230.8193359375
0:18:03.147338: Frequency: 5.911537300562486e-05, Amplitude: 22.964170455932617, Offset: 89.9998550415039, Phase Shift: 1.4667620007458027e-06, Phase: 2230.8193359375
0:18:03.225469: Frequency: 5.657172732753679e-05, Amplitude: 23.988588333129883, Offset: 89.9998550415039, Phase Shift: 1.3419199831332662e-06, Phase: 2230.8193359375
0:18:03.319241: Frequency: 5.4469746828544885e-05, Amplitude: 24.87291717529297, Offset: 89.9998550415039, Phase Shift: 1.2431224831743748e-06, Phase: 2230.8193359375
0:18:03.444218: Frequency: 5.110967322252691e-05, Amplitude: 26.33768653869629, Offset: 89.9998550415039, Phase Shift: 1.0929720701824408e-06, Phase: 2230.8193359375
0:18:03.522338: Frequency: 4.891057687927969e-05, Amplitude: 27.330242156982422, Offset: 89.9998550415039, Phase Shift: 9.999513395086979e-07, Phase: 2230.8193359375
0:18:03.600989: Frequency: 4.6877892600605264e-05, Amplitude: 28.289928436279297, Offset: 89.9998550415039, Phase Shift: 9.177182960229402e-07, Phase: 2230.8193359375
0:18:03.679364: Frequency: 4.509011341724545e-05, Amplitude: 29.17460060119629, Offset: 89.9998550415039, Phase Shift: 8.483864917252504e-07, Phase: 2230.8193359375
0:18:03.804639: Frequency: 4.248128243489191e-05, Amplitude: 30.40287208557129, Offset: 89.9998550415039, Phase Shift: 7.521268230448186e-07, Phase: 2230.8193359375
0:18:03.882768: Frequency: 4.06949438911397e-05, Amplitude: 31.28455352783203, Offset: 89.9998550415039, Phase Shift: 6.895498927406152e-07, Phase: 2230.8193359375
0:18:03.992980: Frequency: 3.8438138290075585e-05, Amplitude: 32.34210205078125, Offset: 89.9998550415039, Phase Shift: 6.144908866190235e-07, Phase: 2230.8193359375
0:18:04.070794: Frequency: 3.678424400277436e-05, Amplitude: 33.078975677490234, Offset: 89.9998550415039, Phase Shift: 5.621915306619485e-07, Phase: 2230.8193359375
0:18:04.164930: Frequency: 3.5291548556415364e-05, Amplitude: 33.63486862182617, Offset: 89.9998550415039, Phase Shift: 5.170368808649073e-07, Phase: 2230.8193359375
0:18:04.275392: Frequency: 3.3351527235936373e-05, Amplitude: 33.99800109863281, Offset: 89.9998550415039, Phase Shift: 4.612431894202018e-07, Phase: 2230.8193359375
0:18:04.370266: Frequency: 3.19491300615482e-05, Amplitude: 32.75022888183594, Offset: 89.9998550415039, Phase Shift: 4.2286961843274185e-07, Phase: 2230.8193359375
0:18:04.448362: Frequency: 3.0621347832493484e-05, Amplitude: 30.056947708129883, Offset: 89.9998550415039, Phase Shift: 3.8809409375062387e-07, Phase: 2230.8193359375
0:18:04.573358: Frequency: 2.8908725653309375e-05, Amplitude: 26.758405685424805, Offset: 89.9998550415039, Phase Shift: 3.455034516264277e-07, Phase: 2230.8193359375
0:18:04.652018: Frequency: 2.7678948754328303e-05, Amplitude: 24.506418228149414, Offset: 89.9998550415039, Phase Shift: 3.164258828292077e-07, Phase: 2230.8193359375
0:18:04.731111: Frequency: 2.6474444894120097e-05, Amplitude: 22.397199630737305, Offset: 89.9998550415039, Phase Shift: 2.891917461056437e-07, Phase: 2230.8193359375
0:18:04.810670: Frequency: 2.5361234293086454e-05, Amplitude: 20.533885955810547, Offset: 89.9998550415039, Phase Shift: 2.6513274065109727e-07, Phase: 2230.8193359375
0:18:04.903983: Frequency: 2.4270017092931084e-05, Amplitude: 18.786287307739258, Offset: 89.9998550415039, Phase Shift: 2.425678076178883e-07, Phase: 2230.8193359375
0:18:04.998167: Frequency: 2.329703238501679e-05, Amplitude: 17.295408248901367, Offset: 89.9998550415039, Phase Shift: 2.2331762750127382e-07, Phase: 2230.8193359375
0:18:05.108121: Frequency: 2.1893416487728246e-05, Amplitude: 15.25405216217041, Offset: 89.9998550415039, Phase Shift: 1.9695971786859445e-07, Phase: 2230.8193359375
0:18:05.201875: Frequency: 2.0972820493625477e-05, Amplitude: 13.984975814819336, Offset: 89.9998550415039, Phase Shift: 1.805734513027346e-07, Phase: 2230.8193359375
0:18:05.280011: Frequency: 2.0121726265642792e-05, Amplitude: 12.861660957336426, Offset: 89.9998550415039, Phase Shift: 1.660692561245014e-07, Phase: 2230.8193359375
0:18:05.405014: Frequency: 1.8967217329191044e-05, Amplitude: 11.414290428161621, Offset: 89.9998550415039, Phase Shift: 1.4738085951648827e-07, Phase: 2230.8193359375
0:18:05.483135: Frequency: 1.818824421206955e-05, Amplitude: 10.48655891418457, Offset: 89.9998550415039, Phase Shift: 1.3540204690798419e-07, Phase: 2230.8193359375
0:18:05.561671: Frequency: 1.750354203977622e-05, Amplitude: 9.704461097717285, Offset: 89.9998550415039, Phase Shift: 1.2530362880625034e-07, Phase: 2230.8193359375
